Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Inventory Movement Type,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
32154,"Patanjali DANT KANTI NATURAL TOOTHPASTE, 100 GM",PCRPCRPAT00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali DANT KANTI NATURAL TOOTHPASTE, 100 GM",THPDCRPAT00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali Dant Kanti Natural, 100 gm",THPDCRPAT00000011,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patajnali Dant Kanti Dental Cream Natural, 20 gm",PCRPCRPAT00000010,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali DANT KANTI DENTAL CREAM Natural, 200 gm",PCRPCRPAT00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali Dant Kanti Dental Cream Natural, 200gm + 100gm paste with Toothbrush",THPDCRPAT00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali DANT KANTI DENTAL CREAM Natural, 200 gm",THPDCRPAT00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali Dant Kanti TP Family Pack, 200 + 100 gm TB (MRP 119)",THPDCRPAT00000006,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patajnali Dant Kanti Natural Toothpaste, 50 gm",PCRPCRPAT00000012,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali KESH KANTI AMLA HAIR OIL,100 ml",PCRPCRPAT00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patajnali Neem Tulsi Face Wash, 60 gm",PCRPCRPAT00000011,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali POPULAR DETERGENT CAKE, 125 GM",HOKHOKPAT00000006,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali POPULAR DETERGENT CAKE, 250 GM",HOKHOKPAT00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali SAUNDARYA FACE WASH, 60 GM",PCRPCRPAT00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali SUPERIOR DETERGENT CAKE,125 GM",HOKHOKPAT00000007,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali SUPERIOR DETERGENT CAKE, 250 GM",HOKHOKPAT00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Patanjali SUPERIOR DETERGENT POWDER, 500 GM",HOKHOKPAT00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Nimbooz Masala Soda, 600ml",BEVBEVNIM00000001,31/03/21,V2VZ01SR001-0001,In,0,5,0,0
